evtid,nC_x,nC_y,nC_z,nC_material,nC_global_time,nC_gamma_amount,nC_gamma_total_energy,nC_detected
323,3508.5525006963576,2016.9247423540662,-1207.9394404994973,1,6e-06,4,7.2206421809106045,1
327,-858.4167976136999,3934.245607655753,-1801.1889246670091,1,1.2e-05,4,7.862130850386322,1
328,3348.953050786376,2189.7588130860463,-4440.923220286242,1,3.34e-05,4,5.8328873033796,0
329,4002.9530267479895,530.3394586568252,-1624.8020713119647,1,3.7e-05,4,7.37667241740455,1
330,4033.321795185176,91.66710867557039,-247.29982596520009,1,2.8199999999999998e-05,4,6.713394519416792,1
333,-1161.2943065984784,-3876.6119171803034,-2067.137475082467,1,9.2e-06,4,6.156857677346727,1
334,2292.069888003501,-2297.549808314684,2598.3979775084117,3,5.06e-05,1,2.223060725809237,1
336,2895.1494366393417,2610.055582802097,-4542.692201363212,3,0.0001714,1,2.2230470877366577,1
338,1704.2095093496218,1123.6695773937017,2665.9797855966112,3,0.00014439999999999999,1,2.2230696030070094,1
339,3778.8263999399132,1414.7101002038826,-1796.5186091155883,1,0.000387,4,13.370109853435734,1
340,2829.6232438394804,1128.7692974638765,2524.252486172787,4,5.82e-05,2,6.400279231596938,1
341,4026.8082012651494,120.08643875513397,-2127.943454211262,1,1.22e-05,4,13.441373923123102,1
343,-3321.043045841491,-2238.594364268178,-2000.5194445310647,1,1.4e-05,4,12.929036226485406,1
345,656.9335522057612,1835.8163286602262,-4565.906979320719,3,0.0005166,1,2.2230631594195422,0
346,3993.595711507206,1009.4942912756426,-2522.1326907151383,3,0.0006778,1,2.223062621314717,1
530,2695.010615035156,-2597.1022766566034,2738.8016637652154,3,0.000294,1,2.2230583815760263,1
531,3952.1994861211906,-826.1168209247626,442.9888135620538,1,7.48e-05,4,12.827776550153906,1
532,3502.184144105696,1986.955793448371,320.3724805648299,1,1.4e-05,4,7.750782351728562,0
534,-3259.3422620192073,1512.3518651800618,-4617.883755496656,3,0.0002744,1,2.2230496658892624,1
537,662.4991499504488,-3962.644753158887,-1515.3149093092184,1,1.3399999999999999e-05,4,10.976321228767928,1
539,-804.8157145566902,503.29260923102817,-4628.317734525047,3,9.52e-05,1,2.2230495619065005,1
540,-4043.6057750814093,-617.8800376146057,-4369.18233451447,3,0.0001014,1,2.223063097197119,1
541,-3946.1026447718823,-1092.566849932629,-875.2310660066505,3,3.18e-05,1,2.223056419612223,1
542,-2849.602930015518,-2541.984876259545,-4726.588155781784,3,1.5399999999999998e-05,1,2.223054869651224,1
544,1591.6034258254497,3680.489619535532,-2628.0898209222964,1,1.44e-05,4,5.428307315347046,0
545,-93.18416125227509,2800.2856081167365,-4581.293465003944,3,0.0001092,1,2.2230601099407927,0
554,-4360.199190474714,2547.345968794038,-2927.262886105331,2,1.3399999999999999e-05,1,2.2230614300660285,1
556,-3473.237533305725,2678.175507677464,-2208.8113638146892,3,1.4599999999999999e-05,1,2.2230628329322744,1
557,-3976.294191356451,2326.8084784174807,-181.59438218987918,3,0.0003282,1,2.223056719924805,1
558,-3221.4340000160137,2416.234159276959,-2670.7041103696106,1,1.64e-05,4,5.349814918240293,1
560,-3216.13862607348,2675.137447938063,-1859.399697539313,3,3.64e-05,1,2.223052532028086,1
561,-2681.1950262067253,3114.597891432104,-3034.7718971742656,3,8.599999999999999e-05,1,2.2230603581335426,1
562,-3816.473961407133,1119.5808754302523,-1976.457799845961,4,9.04e-05,2,1.274860864200572,0
563,-2930.4710188449967,2915.0325362455974,-1708.614419222753,3,0.0001582,1,2.2230590711967104,1
564,-2648.787076976909,3601.648430938623,-1996.7518840946634,3,0.0003748,1,2.223054573722229,1
567,-3158.80104579076,2689.343049417331,-1775.842075549716,3,0.0001508,1,2.223049145409682,1
570,-3100.1370201605323,2766.9363126246585,-1788.6449557974333,3,9.4e-05,1,2.2230582898072004,1
571,-3224.3151998101102,3140.9135683364925,-2634.1421891841314,3,0.0008194,1,2.223058910010141,1
715,-1735.2242381746225,3658.224486947408,680.3342323760868,1,5.2799999999999996e-05,4,2.91434467584058,0
716,2001.7922855529905,454.0271590963414,2551.077452586829,3,0.0004284,1,2.2230515656584453,1
717,3853.31026582976,-1237.5699874435531,2392.455131404606,1,1.2e-05,4,12.377415071353797,1
718,-1390.1377771516484,-3798.8264501718104,-1091.157919194264,1,1.22e-05,4,14.345675666309662,1
719,-1424.53005795542,-1885.494507774547,2632.253071474433,3,0.00026179999999999997,1,2.2230570647816026,1
723,-1528.5188091608122,3705.74768760425,-4254.049504615479,1,1.64e-05,4,12.488809791939865,0
725,-3523.7146623548715,-1984.2646293558498,633.0342647349979,1,3.42e-05,4,15.059897023983744,1
726,-3098.3314112188095,-2579.2823566820452,-424.76051300064887,1,4.6e-06,4,7.811240045900455,1
727,4383.508485036992,80.57974902370773,-299.2104384081226,3,0.00013079999999999998,1,2.2230603386840935,1
728,-3773.3772136160947,1371.7342996090008,141.6175461268187,1,9.6e-06,4,8.72263025780169,1
734,2678.8596935524,3000.26356216718,-2188.900026431113,1,2.0399999999999998e-05,4,3.6222883476461183,1
735,620.6513109632301,1786.300413435984,-4515.060555712504,4,4.04e-05,2,3.854759652333885,0
736,666.5924398033314,1300.1952676260253,-4664.776210839041,3,0.0001578,1,2.2230511264857387,1
737,1100.2389970669064,3848.325794204985,-2938.7577563519994,1,1.0199999999999999e-05,4,8.549162541082108,1
739,1241.1663026400665,999.7980017226299,-4561.48243960989,3,4.2e-06,1,2.223066264063976,1
742,-639.2203611658941,2086.3031574205716,-4556.334347641217,3,9.4e-06,1,2.2230554849544744,1
744,-387.12397917453325,4028.6027605526806,-2135.5397691858893,1,1.3399999999999999e-05,4,5.470706488302997,1
745,4004.870045428874,13.179893686547192,-3950.2261043740577,1,1.8999999999999998e-05,4,7.001558034617385,1
747,-1036.1021453345843,1722.1388529329283,2527.175385628892,4,0.000187,4,5.741349973058405,1
792,-1582.0872070205464,-3731.1200448595805,-42.2003915784798,3,7.2e-05,1,2.2230397532811184,1
794,-1940.8927448438506,-3543.049658549723,-3704.562259196363,1,1.4599999999999999e-05,4,13.993908563345508,1
795,-2176.4983321807877,-3672.0299705584634,-2774.172789606534,3,0.0003808,1,2.2230450517709768,1
800,-1713.1241036218628,-2243.471974094101,-4526.221208640804,4,9e-06,2,5.882960934904153,1
801,-1506.5813878558945,-3745.4575098327405,-3805.140851748446,1,7.6e-06,4,5.497257328754205,1
802,-2840.581310905593,-2969.2339995672064,-1576.9832248706016,3,0.00046479999999999997,1,2.2230566006983583,1
805,-2259.242906708343,-3354.9039854165258,-1660.035892307527,1,1.1799999999999999e-05,4,7.861526767513273,1
806,-3887.1271122104595,1122.8503718435766,-2787.103294010825,1,6.08e-05,4,6.292126200439835,1
807,3885.342937235324,1114.847638466743,780.8767460058926,1,0.0003628,1,2.2230503442153875,1
808,-456.84012337219735,-4021.4021046313746,-1645.591668209932,1,5.3599999999999995e-05,4,13.924599726972398,1
809,-2534.5794142996583,-2368.692539111907,-1476.2071493298322,4,0.000263,1,8.999297000002748,1
812,-1546.0637106950007,-3777.1225157363374,-1524.774483460915,3,1.1e-05,1,2.223049729607948,1
814,-1792.9695748539718,-3844.444231480411,66.81498983121692,3,0.0001378,1,2.2230607358121035,1
817,-1106.4054230164027,-3854.1189870194407,-867.8423213001121,1,8.98e-05,4,8.840266032500336,1
818,-2486.8929446301286,-3191.1165150538586,-3614.310136143988,1,1.66e-05,4,6.846807968649892,0
819,-2516.7032170605617,-3160.4432908292347,-2546.4062622643182,1,6.3e-05,4,14.563099068580332,1
821,-2058.6737352214964,-3530.906092310895,-2604.200058086458,3,0.0002648,1,2.2230551592469125,1
825,-3637.9602505364633,-1709.4912020347626,-1721.9079528977825,1,2.0399999999999998e-05,4,3.308504018684583,0
831,-185.8983942149989,-3994.8680010081034,-1287.1515325411922,4,2.4e-06,2,1.8430583031204348,0
832,-2572.9377004967373,3088.427329586302,112.58863912521676,1,9.14e-05,4,7.645372790831633,1
833,-3987.432901581651,-849.3166054830325,-2445.5893412220394,3,0.000334,1,2.2230570627258155,1
834,-2104.115892507514,-3420.3794284051396,-2197.4593117293716,1,9.8e-06,4,6.091623900443017,1
835,-2700.297787006263,-3099.6303792017356,399.8145487204074,3,9.999999999999999e-06,1,2.2230722552704516,1
971,-879.3640255367335,-3913.5041001211503,1021.361825917676,1,2.14e-05,4,13.617724948606838,0
972,546.4635958892982,3457.4414151476794,-4527.37056559302,4,6.56e-05,2,7.400904645687261,1
973,763.4279632009831,-3942.200357966488,1722.3785215665266,1,2.1799999999999998e-05,4,12.509804345261315,1
974,3208.988045270592,-2461.8336771749327,698.948622832785,1,5.3e-05,4,13.521244936262677,1
975,2734.247960519245,-2181.099924078543,-4587.542837695639,3,8e-06,1,2.2230616159805754,1
976,-487.686776311021,-1525.5245422491894,-4524.370566639301,4,0.0001626,3,8.005621061266254,1
977,-1449.4880497618985,-3746.877892238648,-1373.7660826119795,1,3.0799999999999996e-05,4,7.046760878726545,1
979,-4056.432402649674,-122.84887376557973,548.013681029565,3,4.84e-05,1,2.2230510021353758,0
983,568.6418537928957,-1425.3434289813856,-4598.042250441267,3,0.0001686,1,2.2230543712716693,1
984,-3875.2922447717706,1156.2183912315415,-1896.2806665622625,1,6.5999999999999995e-06,4,7.257133982200587,1
985,-1311.6909333999654,3792.0786483272486,534.2390794273742,1,7e-06,4,12.876414756324637,1
986,-245.39172756672625,2256.6162796173026,2660.329000703671,3,0.0003166,1,2.223057224347118,0
987,-1284.3887304662705,3822.830326968547,9.648675781208961,1,4.2999999999999995e-05,4,5.0673300934094225,1
991,2089.3811623090073,830.2880787288603,2608.6927651505507,3,0.00014539999999999998,1,2.2230566486061876,1
992,1824.2417898340816,2158.2701318108734,-4533.429548645236,3,0.00010059999999999999,1,2.2230537260305234,1
994,3856.6229521161663,1063.507408992244,1982.4001786667184,1,5.04e-05,4,7.801479400427734,1
995,639.3979504661501,-4032.415955406375,1400.261269333012,3,6.42e-05,1,2.223052896111555,1
997,353.09055765944987,-1997.315547248725,-4560.126623638686,3,7.24e-05,1,2.223068176187822,1
998,-1600.475737034997,3681.1992139570607,-373.1971131687879,1,2.8599999999999997e-05,4,7.741245393266031,1
1001,3652.78468549547,-1680.2996994959349,-456.5523208791862,1,3.9999999999999996e-05,4,13.637666998740386,1
1002,3898.8427891901943,-1134.5681733858084,-2798.8487441733027,3,2.28e-05,1,2.2230534462880853,0
1004,4040.0430824604846,228.6173979213767,-723.1306101935521,1,7.3999999999999995e-06,4,7.834146726173578,1
1006,14.629005653647067,4032.15513036011,2094.8247946198153,1,9.6e-06,4,6.259252364839137,1
1009,1372.7992186825882,3774.7071351663103,-1365.4383908008313,1,1.3e-05,4,7.037639028620433,0
1011,-3971.551713635141,371.3851402596602,-4500.094278008634,4,0.0006358,1,8.999303656166278,1
1145,3919.3376482861663,-941.0736793579944,-3078.9955938321505,1,5.6999999999999996e-05,4,7.4621333180339295,1
1146,3802.041687382623,-1359.0923146198033,1076.3909271483546,1,4.9999999999999996e-06,4,4.022529080941405,0
1148,4012.251759532627,143.572759342365,-4169.459946337576,1,5.2199999999999995e-05,4,4.708579114478322,1
1149,4159.198241115227,-114.68403777316234,439.56477147265747,3,0.0002192,1,2.2230546330241134,1
1151,3564.0514114887187,-50.095322153022124,2511.6191162938403,4,1.4e-05,3,4.865512926838481,0
1155,323.73302765778135,-4016.2310094718528,-2104.066124726781,1,1.38e-05,4,5.741366611212776,0
1156,-1778.1643051757121,3588.9813892539833,-84.98106127628716,1,7.3999999999999995e-06,4,4.537856830144238,1
1161,3441.5181886714104,2045.5737429215076,-1223.998766076122,1,7.2e-06,4,13.425160525287557,1
1162,24.011148570245773,3663.405765962309,-4618.932850372577,3,0.00032619999999999996,1,2.223048912502381,0
1163,1414.553290118245,1559.2827137951974,-4551.040120333516,3,7.48e-05,1,2.2230563863671913,0
1165,3983.60502385535,671.275371427898,-492.4657696971128,1,8.4e-06,4,6.56854039084439,1
1166,-310.54935733560876,2136.968670422437,2571.3298395625484,3,0.0001424,1,2.223054306804787,1
1167,2818.3998323297064,2845.7635521342595,46.82573133152683,1,6.5999999999999995e-06,4,4.728453547326,1
1168,2572.676736589246,3312.2434047542597,-1523.125235464317,3,3.88e-05,1,2.2230585049411085,1
1169,2136.6214163609143,3449.975946569208,-3693.402418222437,3,6.799999999999999e-06,1,2.2230521195853683,0
1170,2099.8983741267325,3459.5529504515484,-1085.800415004948,1,1.14e-05,4,13.723771345433814,1
1171,3039.9365428144247,2883.9055049241806,-1883.7731501152464,3,9.86e-05,1,2.22306011385228,1
1173,135.50789290723347,1376.2731669091963,2528.0090873075515,4,6.44e-05,2,4.570624653253016,1
1174,-2687.020065134749,3000.6128299983525,-435.2195494333927,1,2.1e-05,4,14.191085403951519,1
1175,-1276.106006703736,3791.054339922629,-752.7981067192379,1,2.98e-05,4,8.016020749075913,1
1177,-3534.8517502540826,-1912.6678210857874,1847.8080011173745,1,1.8599999999999998e-05,4,6.632502654767654,1
1178,-2441.5386456090614,3224.9849456495735,-3843.1039400504287,1,6.72e-05,4,5.224987984763468,1
1179,95.98878524339948,-2213.7238967935264,2531.57031663366,3,1.52e-05,1,2.223061537125074,1
1180,-3887.831250991852,-1080.271049873869,565.1485855162789,1,7.14e-05,4,13.3048639448735,1
1183,1288.6263419689249,-4001.1093575812106,-361.6568869757815,3,0.0006121999999999999,1,2.2230546794968964,1
1184,2064.432957865548,-3436.2401701480335,-721.5419336058194,1,8.599999999999999e-06,4,7.236239145585529,1
1186,-3971.3282349195447,692.3354452234032,920.8104606015532,1,2.2199999999999998e-05,4,4.593559430834014,0
1187,1012.3190027696893,-3898.4930002059295,-1895.1546993695672,1,1.3399999999999999e-05,4,7.717181835093893,0
1320,3047.7210456574817,2609.2638570960603,2339.7665905333247,1,4.74e-05,4,6.319169290983686,0
1321,-2246.6227240602684,1668.0978274307643,-4510.933040005997,4,8.779999999999999e-05,2,5.8641048506889515,1
1322,-3969.2985521946566,-730.3146544121738,-1238.6124268758906,1,4.32e-05,4,7.896726226938282,1
1324,-85.49393067052834,945.222156366208,2653.966340390564,5,1.8e-05,8,8.002055429868438,1
1325,3374.692802334324,-2223.932793805365,-1794.528520403722,1,2.48e-05,4,7.378023596554911,1
1326,-3590.4401215388516,1769.0429035984591,-3667.201929276571,1,9.4e-06,4,4.553578620707212,1
1327,-1718.7410036371448,3633.9610881239614,728.0297509416876,1,1.0199999999999999e-05,4,5.626299912132141,1
1328,3100.4390957513015,2550.357964482584,-972.2627480791269,1,1.76e-05,4,6.610906104374872,1
1329,-1476.7270969302522,-3744.8269928425866,1455.6281006432378,1,2.34e-05,4,7.319969646450452,1
1330,-2836.395527948458,2875.5498658816546,2003.5119569768322,1,1.1e-05,4,7.259747634824164,1
1333,100.2668199859118,4011.307899512655,2391.9533211949674,1,1.5799999999999998e-05,4,7.245321850674051,1
1334,-362.2737757652143,3909.9020092537585,-4555.903799801953,3,0.000112,1,2.2230517684252784,1
1335,3870.840586924903,1107.6172219922464,-4498.210787751956,1,0.0001024,4,7.018052688628731,1
1339,-1970.5979899406493,3533.6249641507043,-86.71094940249608,1,0.0001758,4,9.884471214596475,0
1340,3105.5906025321747,-2560.8974360798156,804.7456177130476,1,2.44e-05,4,3.9753986779518105,0
1341,-2725.386793724572,2976.025565809234,-710.3991742990797,1,1.96e-05,4,6.646006825105026,1
1343,-3774.5126446636864,1337.4396839825708,-1.004592665861393,1,2.28e-05,4,5.611189471456534,1
1345,1115.4730242576047,3843.2808193794926,2609.635555432086,3,0.0001336,1,2.2230608507138587,1
1349,-2696.330108739829,2962.907582071431,314.16772872082663,1,6.78e-05,4,6.712254647597197,1
1350,-75.0906296274006,-4121.163657229386,-1877.2744044814258,3,2.3599999999999998e-05,1,2.22305227160453,1
1353,-880.948732119428,1589.70311369545,2589.042761401846,3,9.12e-05,1,2.223064415471499,1
1354,-1324.911050258222,3306.641848151623,2615.824340574397,3,0.000318,1,2.223048040165205,0
1355,-3986.0168069103693,814.7201769538068,-1949.524322375007,3,2.34e-05,1,2.2230596162557665,1
1356,1170.33562808721,3836.8023858340684,-1135.2131890739763,1,1.44e-05,4,6.62028790246211,1
1357,-1365.298204784483,3760.2654738936953,-176.21032534582707,1,1.1599999999999999e-05,4,6.389681964938765,1
1358,-1574.496147602458,-3679.683642131819,-3419.1232534498804,1,3.4399999999999996e-05,4,9.511846998451428,1
1359,-3412.614266499972,-2094.2890843468235,-1814.2250841098287,1,2.8199999999999998e-05,4,6.3816580098414715,1
1496,-2808.434541841415,2892.6600582111855,1395.913339377505,1,1.4e-05,4,6.192103257712806,0
1498,-2687.1326405554346,-3064.2576720656766,-1649.2920796940464,3,9.08e-05,1,2.2230589019491,1
1499,-3191.8118324443567,2452.8965693265395,1628.6997092686877,1,2.9e-05,4,6.983315021785039,1
1500,-3172.7915805572975,2516.3406599866253,-1412.5288755414185,1,1.96e-05,4,14.42264414391757,1
1502,-3526.0924818759077,1941.7406768921699,-2833.9713874502518,1,3.74e-05,4,4.56446359874885,1
1503,-3787.803242276522,1319.9821776964384,1501.8935093407442,1,6.4e-06,4,7.89435815797875,1
1504,2176.1828284780313,3327.139400633154,865.8747141195927,4,0.0005017999999999999,2,7.6599621848852495,1
1506,-4007.3489710441227,308.4519561115324,-1641.8716118287985,1,2.48e-05,4,9.825314457756056,1
1508,-2710.4767797774953,2949.163231560057,-770.7606228244437,1,1.0399999999999999e-05,4,13.792414363637741,1
1509,556.6947537864756,4008.7256810766,-717.4827492141517,1,5.66e-05,4,6.498415164019941,0
1510,-131.9100950310074,4030.89435004478,-1834.054710480622,1,3.2e-05,4,7.814738826885928,1
1512,-3939.4936981652113,765.5563347498721,1547.560893325883,1,7.2e-06,4,12.934354016879556,1
1513,-3149.463592836715,2545.3651875932023,-2854.4754614949743,1,3.9399999999999995e-05,4,7.761341301440276,1
1517,-3895.0541799099638,1105.9205302132248,-3342.7106735175466,1,4.34e-05,4,13.723402050334716,1
1519,58.130560252404976,3608.4902626574662,2609.8606855609487,3,0.00014439999999999999,1,2.2230590971316664,1
1521,-90.60266095477502,4027.010245968617,-732.8919218542981,1,2.8599999999999997e-05,4,6.591484251747355,0
1522,-861.3033917531169,3942.920110377026,-2912.248090785037,1,2.5399999999999997e-05,4,5.581601937698344,1
1524,1431.7278366919925,-3751.391849674816,-3499.7332116501298,1,4.88e-05,4,7.548003797747327,1
1526,3402.253067724711,2120.990477855119,-1132.8221149045291,1,1.3399999999999999e-05,4,6.268722803749609,1
1528,-3139.3156808970793,2558.2538282552737,2055.356058087499,1,0.00015,4,8.409996183755315,0
1529,1225.1132752582976,3847.284387208397,-2603.5595296884694,1,4.26e-05,4,8.631756295941859,1
1530,-847.3751180370572,4029.17343664479,230.96504899607535,3,0.000101,1,2.223062419667122,1
1531,1128.1959686866116,1427.598451426396,-4515.185603714785,4,7.64e-05,2,5.826414866653448,1
1532,-221.89417356160865,4000.465853483863,-1628.892592706946,1,8.4e-06,4,7.0204414777566555,1
1533,-1962.2419039786912,3528.7946759872366,244.60122305579378,1,2.8e-05,4,6.2068865483884155,1
1534,-2354.6255130541385,2372.8545532071407,2579.5397819870013,3,2.52e-05,1,2.2230516655608143,1
1535,-1486.918599144795,119.94915954973983,2665.746426619221,3,0.0002016,1,2.2230576724991744,1
1536,-2919.8384154874093,2761.069210129922,445.8063758791466,1,2.8e-06,4,13.875040315271503,1
1537,-2483.617974782029,3175.0194586391935,-1130.8425678521648,1,8e-06,4,6.242340401341989,1
1539,3686.459687944148,1506.6501094875257,-2177.871680513691,4,2.4999999999999998e-05,2,5.9499369355439855,1
1716,-2446.4648001274136,3227.333854921716,-1702.7416175450373,1,5.52e-05,4,6.322365524219686,1
1717,-963.841056725391,-3964.167746400083,-2424.411586669239,3,8.159999999999999e-05,1,2.223053455766148,1
1718,1666.8517205047049,3652.0952654894936,1226.3111131886926,1,6.34e-05,4,7.860898227791671,0
1719,-3876.17379564466,-1132.5578910400177,-3547.417609593996,1,6.799999999999999e-06,4,7.24797098828346,1
1722,292.04054538283185,-1799.4926456116775,2599.169382285129,3,0.0005566,1,2.223063146697149,1
1723,-3296.274123985648,-2362.799906961287,-751.5690918012275,3,0.00027719999999999996,1,2.2230486272840135,1
1724,-3311.4020816579227,2234.6277765900336,-2519.974744499745,4,1.68e-05,2,7.645549363486696,1
1725,-2537.517205044184,905.8286331647646,-4764.366607947742,3,0.0002898,1,2.223047285997275,1
1726,-3599.1044235790296,-1828.489159921451,-115.5442312906443,1,2.06e-05,4,12.810541369863076,1
1727,-1102.368675518088,-3864.193706692414,-3943.880308661363,1,1.06e-05,1,2.223050629009342,1
1728,-904.1890335950794,-4024.0717281238913,-1189.4627874877938,3,8.62e-05,1,2.22305033848788,1
1730,-2332.4575739291586,-3290.108496427639,-2282.673361410554,1,3.76e-05,4,6.61364247271812,1
1733,-680.2722420077608,-3954.939972181029,-1502.8439521814025,1,7.3999999999999995e-06,4,8.001409956935522,1
1735,1577.7650978339811,-912.5882153605486,-4526.468151083892,4,0.0001986,2,4.078349509854551,1
1737,-1752.235171723215,3621.87636090164,-1301.029977976147,1,2.12e-05,4,7.865612968997047,1
1739,-2178.8407557814962,-1642.5153123321604,-5367.948467053258,3,0.0003476,1,2.2230576240169375,1
1740,-2096.099634260021,-1572.4893435996607,-5412.673286191337,3,0.00025,1,2.223049718141366,1
1741,-2708.868403330486,-763.0504121805591,-4934.752107489202,3,0.0005394,1,2.223064015614728,1
1742,-2656.4307275672054,-1001.1889936516371,-5004.6642741124115,3,0.0004504,1,2.223062056021048,0
1743,1700.888913944642,-638.5241747430574,2522.9319336588733,4,6.3e-05,2,3.676766031531324,1
1748,143.42802251670182,-3994.2411291642984,-3635.1080542506465,4,3.34e-05,2,6.93936404841563,1
1749,3944.5840493969567,-733.2649274049147,-2302.0546649395205,1,1.64e-05,4,13.003140593189954,1
1750,3928.207200552176,-829.2013923661669,1380.768767641775,1,9.8e-06,4,5.847462933111359,0
1752,4608.699919011141,-1018.5497176018572,1701.653541319239,3,0.0004196,1,2.223050693389876,1
1753,-1711.5070160720275,-4148.27039040181,-3998.4584986020736,3,2.12e-05,1,2.2230572051620556,1
1754,-1922.5318509003641,-4205.449666944362,-3752.624584101643,3,0.00012539999999999999,1,2.2230515028732025,1
1755,-1349.2108741487598,-3767.6653877547255,-3431.7973727032518,1,2.4e-05,4,7.707676746946408,1
1756,-3524.9787933648145,1987.6445371481095,1232.9761782202809,1,9.76e-05,4,12.826593388725726,1
1757,-420.21151082139795,4083.907405081823,447.04811652772304,3,0.0005802,1,2.2230621636215857,1
1758,3767.4012043710654,1452.7153542844128,-3583.039172470985,1,1.1799999999999999e-05,4,6.066970818313754,1
1759,994.2001823856406,896.4896205786732,-4611.015732285496,3,0.0007874,1,2.223059917890122,1
1848,4273.387542409738,-400.3427649688763,-171.74555226065073,3,1.3e-05,1,2.2230453610052687,1
1849,4957.635821480017,-750.4262263843899,-436.07460059572804,2,4.9999999999999996e-06,1,2.2230491512794397,1
1850,2343.885574524226,-2779.608289924558,2549.1302962149957,3,7.26e-05,1,2.223054796130591,1
1851,2586.82125667387,-3062.0027684177057,-1917.305051445287,1,6e-06,4,13.840695420283227,1
1852,4613.457462444123,-832.8022213026426,-257.51939822406075,3,0.0002764,1,2.223053619177738,1
1854,4439.644014690211,-320.1276718612722,-1125.6502645610037,3,0.0006384,1,2.2230644698030524,1
1855,4492.636513607007,-487.8301711858063,-1107.6836563583572,3,6e-06,1,2.2230468171856117,1
1856,4539.123457518074,-920.1418374899433,-1150.0665900173756,3,0.00012419999999999998,1,2.2230533462365165,1
1858,2489.650208373864,-3256.0931526114514,-273.87114833604494,3,0.0003714,1,2.2230515319009942,1
1861,3016.021960036657,423.6467286011906,-4512.474159845908,4,0.000227,3,8.084144922300398,1
1864,2143.570632044505,-3428.3638543940638,-349.93263729176937,1,4.7e-05,4,7.666681739674331,1
1865,3206.329405022294,-2430.856151494249,-2763.474080462664,1,4.12e-05,4,6.441626822680567,1
1866,3793.405033840521,-1401.9005345260111,-230.66731062295122,1,2.38e-05,4,8.061735085973156,1
1867,3605.1966554153373,-1737.6904397064425,-85.01244399049563,1,9.8e-06,4,13.611783978432232,1
1869,2512.8844905651968,-3174.8754465510233,1031.4579226702083,1,7.879999999999999e-05,4,7.9523991320165095,1
1870,3867.675690534233,-1193.9903453998045,142.4478208024529,1,2.1799999999999998e-05,4,7.980069979523487,1
1871,3216.252336343251,-3333.8527578347907,-1328.1671183793756,3,2.06e-05,1,2.2230593312311275,1
1872,4149.078053833779,-473.75548213276824,-1300.444881474323,3,0.0002286,1,2.2230511672020987,1
1873,4305.628486261213,-594.6529715732589,-1156.145914429693,3,0.0001326,1,2.223043842479405,1
1874,2476.6288705844236,-3186.580428803712,1852.533762652973,1,2.84e-05,4,6.041549305699443,0
1875,4519.823431998397,320.63895858370125,-290.9295489332992,3,2.9e-05,1,2.223043826136531,1
1876,4026.723092999796,-445.40246598024754,-422.889599641232,3,5.38e-05,1,2.2230531098426947,1
1877,3952.3155231181227,813.91817725143,311.3979473078373,1,6e-06,4,7.037888526447719,1
1878,4003.865555898179,451.60537544875723,-498.0920440630393,1,9.4e-06,4,7.245980005168567,1
1879,4148.206721370265,-1378.3483782081705,1354.100790276243,3,0.0002314,1,2.2230456805498893,1
1880,3960.803264650662,-661.32559735374,-975.0477958069811,1,1.5399999999999998e-05,4,7.123362229612258,1
1881,4580.359030904343,-68.29226544059664,54.72876206736023,3,0.0001152,1,2.2230582246971338,1
1882,4218.4452952318525,-189.90743712756645,45.06437670013324,3,4.4399999999999995e-05,1,2.223041577729257,1
1883,4241.088559667598,-906.3250854077786,-600.6510004969797,3,0.0002714,1,2.2230571739452984,1
1884,4081.5751708952066,-146.02259928212513,-602.7285393852609,3,0.0001008,1,2.223043647358666,1
1885,3859.0352916169318,-1107.840281496739,-1002.4640686718094,1,4.8e-05,4,13.65644116200003,0
1886,4390.533903953621,-1601.3484962019002,-1233.4654260360446,3,4.2999999999999995e-05,1,2.2230493427359685,1
1887,4376.445557026762,-1523.5734843084786,-2608.259166173121,3,0.0003228,1,2.2230506349482413,1
1888,4306.803995048983,-1464.0914008429108,-2677.710344642926,3,0.00038459999999999997,1,2.2230607732870653,1
1889,4299.901290518735,-742.5291830473531,-688.2977094641511,3,9.02e-05,1,2.2230566037827346,1
1890,4357.8937076896345,-901.2583282204679,-733.78138412243,3,0.00013659999999999999,1,2.2230477609592056,1
1891,4387.694193339731,-571.1937374165033,-715.2761850009136,3,0.00014099999999999998,1,2.2230507849770826,1
1,-3217.7567671164393,-2337.509743652758,-4106.676025414229,4,0.00018979999999999998,2,7.645567137443437,1
2,-3916.606574767204,820.676204129921,-4371.30839563434,1,2.26e-05,4,14.512818197682375,1
3,-2538.138655249163,3236.648591564765,-1993.5984323949576,3,2.34e-05,1,2.223049819147807,1
6,-4048.5668869448305,70.98815116139458,-3242.487443153892,1,8.2e-06,4,7.1642647510823,1
9,-1537.6971212580147,3719.3235160980325,-2266.6956332593804,1,2.7199999999999997e-05,4,14.094159778156467,1
10,1926.9780270441636,3541.748639203909,-1881.0356360108487,1,4.02e-05,4,5.45655943046659,1
11,1818.7624540732463,3755.0367104302236,-1763.109361875793,3,0.0001076,1,2.223053511375993,1
12,4345.532119459095,-840.7837936714128,-937.1065532931506,3,0.000194,1,2.2230634112459797,1
13,1199.0009416153562,47.619728609693844,-4697.71658258319,3,0.0001174,1,2.223064485330408,1
17,-656.0270227791408,2171.5204589382797,2632.1208517596733,3,0.0002158,1,2.223060931596583,0
18,486.17624126517364,-4007.762424480312,1682.3835565871873,1,6e-06,4,5.276068218081472,1
